genre,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12
classical,-238.74171,149.72977,-28.855423,28.25653,-0.80010945,-3.9364913,-2.1363714,-4.325534,-4.18362,-3.4381254,-5.7532845,-0.09010243,2.5456483
classical,-477.94348,155.32089,12.7602215,5.5314426,2.3841317,-10.652273,-16.651352,-12.546621,-11.187112,-9.374714,-3.2156126,-2.7692902,-6.4778414
classical,-552.1586,173.31636,26.347733,14.1246195,7.2601395,-7.080264,-5.8543334,-10.337285,-11.018615,-9.1995945,-8.825932,-4.9307857,-3.6539578
classical,-437.6044,170.93153,7.4195814,-3.083473,0.78938234,-11.128749,-12.52278,-6.907837,-5.858702,-8.461237,-8.481487,-8.339388,-7.378574
classical,-549.5697,156.96532,6.631246,34.40245,13.249272,5.748277,5.0407815,-3.0072958,2.062419,3.0736666,2.01758,3.2438076,5.667017
classical,-374.65198,153.82292,-21.559772,20.833046,7.002672,-3.9453752,-2.5165143,-2.8052351,-4.2927785,-4.5061345,-5.7571154,-4.25979,-3.8456016
classical,-263.99594,142.11691,-51.378956,5.0166855,-20.275646,-17.12978,-16.075098,-20.311262,-15.04123,-9.737653,-8.4088335,-11.790934,-6.88593
classical,-338.83044,190.14246,-16.293915,3.7036424,-0.44072822,-8.890434,-10.38858,-16.360968,-13.284851,-10.792324,-8.643244,-8.279584,-4.624201
classical,-368.99612,171.87369,-27.293062,6.0049872,-0.16409573,-10.674201,-11.9248295,-10.194442,-11.368568,-10.50729,-8.375313,-9.789171,-5.0586824
classical,-246.15865,149.42867,-41.988865,11.6062565,-10.289647,-4.0193577,-7.1368546,-10.135562,-9.420323,-7.1718426,-3.1583674,-5.640657,-2.586296
classical,-283.51343,159.5616,-29.515244,18.527405,-9.859647,-3.4256573,-10.989011,-9.791544,-8.29952,-4.2436934,-2.871725,-5.970813,-4.0241084
classical,-392.925,190.73505,-13.30989,8.256798,1.556012,-11.073181,-11.240291,-13.994958,-10.621299,-9.390467,-4.6211743,-10.07173,-4.821782
classical,-299.62308,157.25868,-37.329967,15.76609,-5.7509174,-4.4520483,-6.8125167,-10.72881,-9.877373,-8.156403,-5.426561,-7.837365,-2.7309942
classical,-301.9321,57.551674,-59.138557,33.53785,-20.924202,17.733927,-0.6399964,49.018703,19.130726,27.11223,-17.640003,-0.28261402,-3.7509391
classical,-326.38028,85.908844,-42.970146,31.839684,-19.570826,9.9973955,-16.449766,9.995579,-8.598667,25.513878,6.546204,16.401815,3.4843886
classical,-251.23933,88.76645,-41.775455,37.914806,-12.039209,21.623262,-5.8672247,25.71373,-5.204475,14.297369,-7.549229,10.474767,-4.9246387
classical,-299.6929,103.639175,-27.674162,51.015617,12.293651,16.498365,-10.951071,-0.8876347,3.8555367,12.946044,-12.410851,2.478124,5.183284
classical,-207.42522,117.61352,-41.420906,13.249367,-1.6709117,15.538312,-10.338402,-1.8724034,-12.771744,6.9996595,-0.7737135,2.0700433,-8.253666
classical,-385.87155,128.65533,-26.71042,39.46989,-2.1612146,16.753073,-5.728032,14.715788,-3.0880723,12.300446,-5.8861976,2.797903,3.690245
classical,-422.54468,89.863014,-18.732948,37.771908,6.006347,4.1578536,-1.9991796,12.114278,4.164937,13.789986,2.8316236,5.8929043,6.1134124
classical,-203.65866,111.14665,-51.54852,39.4677,-10.575404,11.908858,-13.166576,15.140765,-7.2812214,13.376247,-7.3036685,3.8474364,-3.7815683
classical,-280.7058,122.70871,-14.398484,26.855293,1.3424962,5.9945974,-13.109008,3.3745084,-11.562682,5.1796885,-1.0512307,2.7557733,0.05779425
classical,-287.6037,101.75817,-35.34541,41.28016,-12.727132,17.276148,-13.967989,16.304947,-5.5929623,13.65411,-8.788416,-0.0530953,-13.757536
classical,-378.6962,126.49836,-18.83014,42.88959,-14.325575,25.359526,-14.636545,18.717955,-10.184203,21.119013,4.4280825,18.228247,-10.292283
country,-23.104954,70.25588,3.8055308,28.323957,13.754286,5.728135,3.9737794,7.4728084,2.6279068,8.490235,-2.320208,2.0890799,-3.3720124
country,-7.9727893,62.724636,-1.4591703,28.109985,9.967061,9.363964,5.415904,9.82543,3.0275455,8.420948,0.31071302,6.540354,0.7373716
country,-120.3052,79.22588,5.2293863,34.548218,16.506737,13.129608,6.3450885,9.962077,-2.0015073,6.8100677,-6.352069,0.22815089,-6.8128085
country,-57.75979,95.76648,-10.109319,40.979637,13.979035,-0.98985803,-0.18847127,7.4250774,-3.6333375,9.54514,-2.9410644,2.4362512,1.9947804
country,-20.78135,62.950428,2.3044405,30.773718,6.973462,6.5058117,6.3236365,9.873086,3.435297,9.372202,-0.40415794,7.5194154,-0.9842739
country,-24.671667,62.440266,-7.7540884,28.432592,10.997148,5.551389,-0.086744234,13.74509,2.8998163,9.909151,0.85377365,5.9520783,-1.2259915
country,-23.201925,71.15687,1.576013,24.438925,16.31995,4.5767665,-3.8856642,17.993046,-3.3505049,2.435541,2.9157152,0.81521153,-1.1092839
country,-20.81746,64.90752,6.7671013,26.357126,11.665423,13.185629,-1.9791069,8.582197,0.47289515,7.441096,-0.41490933,6.945586,3.6606066
country,-19.763226,76.64637,-4.826523,32.238724,7.710495,17.18376,-1.4951018,9.149327,2.7572665,9.145537,-2.6543097,7.5196223,0.38755083
country,12.145776,58.997505,0.9395953,26.743252,9.245794,3.5632026,1.5272027,8.654258,1.00294,11.647982,-2.1983073,1.1939832,0.48530078
country,-197.70265,106.49648,-4.43353,37.656395,-0.8653611,-0.9621034,-3.4531174,-0.049805347,-9.302802,-5.177724,-4.2500987,-3.5460405,-1.3531576
country,-199.05687,61.1464,9.977331,23.48061,10.260272,0.0013762885,8.017387,1.1231514,-4.8983784,9.487703,-6.3569746,3.8757417,1.6276603
country,-141.01443,123.921104,-2.5103796,27.954958,-0.004282374,1.2101254,-11.015173,-1.3653064,-7.0197535,-6.129559,-5.1838574,-2.1625636,-4.5987415
country,-126.20302,77.6602,3.1578352,19.944595,10.8167715,0.72969556,5.22846,-0.49303123,-0.995941,5.39514,-3.7251055,-3.493331,-5.336726
country,-124.6224,72.49065,16.715553,18.250063,12.224811,8.094713,7.986082,-0.5102593,2.3697214,-0.56879467,-5.5688143,0.543314,-5.0568647
country,-116.19743,111.75399,-5.2453566,33.98964,-12.460975,4.2414293,-14.408439,8.494257,-8.198441,-1.3370376,-12.551117,-5.0011096,-2.139346
country,-210.10042,139.62177,-17.025503,57.99346,-9.658052,-1.9567311,-17.993433,-8.213174,-11.769384,-7.876312,0.6242505,-9.962924,-6.469421
country,-171.32309,137.33298,7.9547596,28.53364,2.6904237,-0.5032649,-2.9567094,-1.1481972,-6.1525826,-2.397033,-5.854901,-2.1742196,-5.340976
country,-131.1577,102.98625,-11.529913,17.738117,16.948603,4.4418244,1.2972012,3.4134758,-1.5013238,1.6068558,-7.989871,-0.82989687,-8.8802805
country,-256.0997,163.07938,-22.86085,26.92573,15.294624,-3.5060468,4.2238126,-0.78757596,-9.461128,1.7529935,-4.4277163,-3.6453378,-4.2500973
country,-161.19606,74.76473,22.419218,46.01183,5.280712,25.113438,-0.5761164,10.385748,-6.833754,5.0545835,-0.7702397,1.403467,-6.0123224
country,-209.33365,167.1017,-20.841473,36.802998,10.272971,3.9958642,-5.6698804,-4.625789,-6.24442,-4.1741776,-6.6804767,-3.2626216,-7.9688377
country,-195.07317,114.25745,0.04147549,38.20062,11.286058,-6.0460644,1.228559,0.014777211,-15.4136305,-3.5779057,-6.1284695,-4.5047817,-0.124256626
country,-353.09116,110.67462,32.743443,24.189941,18.754097,5.9265885,-1.7344853,3.8793364,-2.979119,-1.9010768,-2.8730125,-0.9832502,-6.486425
country,-200.06026,109.140465,-5.5424633,48.14052,1.2196501,4.5926175,-9.150065,-1.4768001,-11.666416,-5.2047043,-11.545386,4.9804335,-4.9844666
country,-200.6344,119.69184,-3.5907493,31.953747,9.979258,15.293264,0.64658093,0.23592448,-4.4701905,-2.3123803,-5.2613406,-2.4783907,-6.0412717
country,-194.23512,151.79347,-3.0450044,29.494707,9.111862,5.9693475,3.7879229,3.7599015,-5.853435,1.5923063,-3.765781,0.94019234,1.9712703
country,-100.76679,106.98421,-27.158413,29.09983,5.039681,-5.423927,3.2426603,-5.179371,-5.118583,-0.8158502,-3.8342147,-2.705255,-6.645411
country,-169.22511,132.78679,-13.487546,31.186213,6.340469,-3.7556648,-2.0590014,-3.625317,-4.56124,1.2809825,-6.97704,-7.2528353,-1.3950256
country,-171.242,160.48726,-17.805805,30.491001,7.5109696,-8.247462,-5.667516,0.13154976,-8.835051,-2.655703,0.7119979,-3.7818258,-6.502074
country,-277.10757,128.25293,42.425163,37.693504,12.766559,9.593897,-5.988017,-7.539555,-8.03414,-4.942542,-6.532016,-3.6276438,-7.2275634
country,-130.48167,104.1242,-19.271059,34.147877,5.397541,-2.171723,-0.7280454,-2.9078915,-5.4620852,4.0693655,-4.469832,3.5257306,2.1481225
country,-237.93953,97.7333,6.486745,45.971268,2.1488123,16.21856,8.811721,7.763634,-0.5899204,4.483779,0.149199,3.019927,-1.6625812
country,-133.27147,78.98,-5.6516814,35.54217,-7.5470138,7.928213,2.7289069,0.40225086,-1.144252,-1.1125528,-7.844962,-1.1714913,-4.8177476
country,-153.86862,83.66914,-8.426157,13.954346,13.531212,3.7665932,3.009783,6.355866,2.077902,2.068881,3.1684868,-0.48438072,-3.0256164
country,-120.41707,95.35442,-6.02527,25.163818,20.953634,-7.1270046,8.549671,2.4336689,-14.656027,9.28693,-2.3609252,-3.1556685,0.61143726
country,-339.64667,97.738594,-9.763496,50.972683,7.814855,11.721101,0.673925,2.4926815,-4.7740016,0.2095191,-5.9796576,-2.9014666,-6.1582875
country,-173.44347,105.07096,1.1555927,24.1155,22.134285,2.5480733,-1.589373,0.16644396,-5.3277473,3.8132274,-4.5264587,-4.5881543,-1.5657426
country,-118.0589,74.18071,8.265662,15.447167,6.1578817,8.441981,4.1116734,5.726584,-1.9592634,3.1633985,5.048196,-1.1217973,2.437973
country,-89.70956,36.282784,11.465646,37.4974,9.179835,3.7314453,2.827662,6.81722,1.4637536,0.0984008,1.0316732,1.1726795,-3.5680354
country,-102.86877,85.338524,-4.320379,30.584402,3.0148716,-1.9487438,4.437098,3.4139795,-4.2582784,-1.7707374,-3.9678407,-1.3573309,-3.7603476
country,-111.62214,82.249146,13.051351,31.925335,23.684826,-0.532946,12.03311,3.6621604,-5.7393713,3.3419154,1.4315193,0.7713819,0.5497473
country,-101.28794,84.11575,7.7757306,30.372738,13.849443,11.625496,-0.11909644,-4.9368935,-2.3647227,-1.968338,-8.188103,2.8200758,0.5401414
country,-101.19267,85.44991,-19.70174,20.570631,9.992322,7.598467,0.10015652,3.40321,0.056307487,1.5763918,-1.4527315,-1.2911735,2.1356745
country,-162.78079,119.890144,-2.907841,20.50893,27.810162,5.4901705,6.0408688,1.1912668,-3.696575,0.35227898,4.4168353,-0.41024777,2.4561374
country,-61.222664,71.25142,-17.037924,17.114265,5.0512624,-4.2119603,-1.6805955,1.1818886,-0.8543822,4.9677687,-1.7029345,4.8418956,-0.16024244
country,-126.90665,103.49357,-31.897821,58.728836,-1.9615221,-3.1359189,-2.9429367,0.36023784,-3.0343478,-0.82732624,5.5868716,-10.137715,0.72898966
country,-165.54424,117.90447,-33.605473,42.598927,-1.3801005,3.827964,7.166964,-7.171045,-1.6472125,0.8621202,-12.510097,2.884921,-12.365843
country,-148.98796,107.2436,11.189903,26.696136,11.397693,-3.8045828,14.0203285,-5.8768187,-11.04849,2.7971046,-8.450597,3.1810462,-0.7678391
country,-110.04325,134.77678,-24.017365,19.40414,-4.402763,-4.810312,-7.802366,-0.39133027,-5.4069877,-2.9562922,0.7801952,-4.774832,-0.17851046
country,-143.05974,121.874374,-13.355456,47.767853,-12.669741,23.367556,-11.009172,18.85914,-13.707747,15.945983,-11.358796,10.289537,-6.009821
country,-204.6437,121.91709,-17.759083,46.32515,-1.8045665,17.017439,-14.691548,14.671547,-19.392052,10.927665,-13.475389,1.1953377,-6.209474
country,-265.2709,138.86661,6.1286917,47.477863,-2.3875468,21.05125,4.0907435,17.650291,-12.018802,15.490483,-1.128818,7.8953543,0.5013677
country,-84.68879,100.969574,-16.019012,51.744453,-17.08682,22.575502,-20.29776,18.909782,-19.486069,15.338605,-17.739527,8.58395,-15.003451
country,-175.00964,115.713554,5.100794,58.16809,-3.3074555,29.656008,-10.033722,19.659372,-16.311836,13.744991,-8.834571,7.2225156,-8.883326
country,-82.9455,122.53113,-16.672253,40.01724,-15.014211,21.675644,-18.251837,18.362713,-17.989063,16.989252,-16.042936,8.533768,-8.709853
country,-164.78546,123.44315,4.22473,48.800877,-5.1533303,22.848055,-7.809706,19.28812,-11.021052,21.256647,-9.741073,5.161778,-6.143532
country,-137.86005,121.520035,-13.279321,43.328953,-10.695389,17.859846,-7.950051,9.101156,-19.791092,9.442091,-19.604746,6.9056215,-12.5497055
country,-101.2983,120.435974,-0.41283935,49.037693,-15.870199,19.87758,-13.0966215,18.572927,-15.718036,15.2437315,-5.91671,6.655969,-10.362755
country,-185.06337,120.51211,29.720224,56.37222,-3.028255,22.213934,-10.350044,20.053122,-13.679165,9.170145,-6.430171,3.3002465,-8.73294
country,-178.47949,130.10803,12.076066,47.04983,2.6116672,24.099434,-4.625375,22.778528,-10.929766,13.5343075,-6.8069158,8.726394,-6.0959067
country,-186.33115,135.86916,5.9504013,45.837704,-5.776936,22.777603,-12.992677,17.12588,-13.76287,9.738707,-8.365436,6.6548285,-9.0857115
country,-94.152916,109.18758,-11.8546715,41.572716,-19.482601,23.833263,-19.930464,20.372795,-17.291353,16.56533,-10.201443,9.38751,-10.049829
country,-185.41428,118.49516,17.795776,48.869015,-2.1734657,21.354282,-8.994565,20.53351,-11.412323,9.274986,-5.478168,5.76185,-2.9883938
country,-217.81781,128.37343,-7.5112424,39.2846,-2.5414019,18.173687,-15.148812,16.760803,-15.247553,4.8962364,-6.500653,2.9013944,-11.492002
country,-250.85716,163.07423,-3.8745756,30.153008,5.589061,7.5009403,4.0263863,-2.1164129,-5.477513,-1.062121,-9.981777,1.8189913,-8.753831
country,-102.481804,135.68375,-46.88445,32.738888,-11.159096,23.469543,-9.779007,16.897072,-11.684482,13.215306,-7.1829667,4.7462153,-8.193246
country,-328.71906,167.03047,13.017286,28.825632,11.25177,14.431291,11.699713,7.8014154,-11.720729,2.3800797,-8.350321,-3.8527913,-6.739853
country,-229.49329,157.29971,-16.750406,31.881748,-0.10805422,16.648754,1.357668,12.212552,-3.8637102,6.835824,-4.267376,1.334137,-5.9014387
country,-217.11801,136.18945,-10.363231,51.37767,2.598726,15.119397,-0.6796686,12.281109,-6.2290382,7.803085,-5.412614,3.6122782,-2.7987618
country,-99.33054,117.57579,-29.873354,40.84807,-15.25619,27.988762,-11.962531,13.341765,-11.372492,10.539091,-8.746651,8.420694,-6.8370347
country,-185.85483,155.27069,-25.015507,20.559324,-3.8406792,-0.57958287,-4.573758,-5.901456,-16.531105,-0.44806433,-16.299582,-4.2123995,-16.804678
country,-96.24628,131.92442,-26.341778,35.975468,-22.810158,14.495446,-11.845881,11.814582,-21.22422,11.547977,-12.930905,7.1881924,-13.941332
country,-167.00668,132.4709,-17.308983,46.921646,-3.6383252,20.937962,-8.8259325,8.533768,-15.142039,8.106652,-16.94435,6.661936,-10.934709
country,-207.24358,130.93799,-18.50727,33.30124,-3.9344985,15.381376,-6.393797,2.9486027,-16.781153,7.0790563,-8.595193,4.7997184,-12.249362
country,-60.91825,105.47954,-16.908377,40.71572,-15.026839,36.03335,-12.812083,17.487259,-16.74124,11.763029,-10.137154,13.196802,-12.209422
country,-183.98438,159.79948,-23.137691,43.02262,-9.470626,8.825906,-1.65586,4.349173,-13.371262,0.83122224,-13.96949,1.4447743,-7.3807516
country,-118.21476,152.9557,-46.51243,31.121635,-17.298687,6.282562,-3.6962414,13.058594,-13.1422205,15.704863,-13.088502,5.70854,-10.694908
country,-302.41068,150.1164,-3.7138388,26.95196,-0.2614173,13.506062,7.233895,4.227106,1.7578514,6.5712256,-0.5007281,7.9061255,1.3247038
country,-229.05678,180.33003,4.5372114,24.171108,1.0911434,4.0153756,-6.0064874,1.9028653,-13.129048,0.01598583,-13.5007715,1.5909431,-13.422156
country,-101.020874,111.61904,-13.149067,44.606804,-5.94553,29.338867,-7.9442205,19.591711,-22.431093,17.265936,-17.816372,11.403573,-12.458793
country,-74.15763,107.61035,-21.188368,47.216305,-5.9845843,17.79499,-20.406626,14.9786215,-15.971437,15.732458,-14.664344,10.680037,-10.130847
country,-68.574776,101.349686,-16.8994,51.507854,-10.240494,20.057522,-21.787128,15.519601,-18.788992,16.34265,-17.896719,12.110844,-13.195823
country,-148.53708,141.28717,-15.904905,44.664753,0.9870618,13.670253,-13.241115,12.6545315,-11.708022,12.162337,-10.482789,9.917888,-5.0692515
country,-80.230835,108.203285,-23.831284,52.62174,-6.4135385,15.064379,-17.638653,9.731315,-16.172585,8.9045315,-15.960604,8.001686,-10.708485
country,-146.03406,124.633896,-17.923777,49.246246,-0.16373,22.78391,-7.1801314,16.748545,-9.71323,15.436437,-7.632503,10.915412,-3.4583304
country,-122.42891,111.49043,-13.700005,53.85051,-2.6792428,19.700176,-14.1241455,13.753136,-14.02773,14.631097,-13.993238,9.227839,-10.554295
country,-170.8428,124.75503,-19.23662,39.212093,-3.7663841,15.302875,-12.9792,8.529965,-11.831753,11.324966,-13.776035,3.1141596,-10.082477
country,-121.959,123.24601,-8.496771,51.599014,-0.10669129,20.418154,-11.878725,16.262133,-11.5288105,11.832639,-8.090614,9.130125,-8.650755
country,-205.06755,140.98952,-8.963087,36.968815,6.427648,14.869453,-4.316959,12.22562,-11.42915,11.855211,-7.889388,9.911036,-2.3491375
country,-91.654945,115.8513,-30.201815,52.284874,-5.0187893,16.961172,-15.656676,13.546172,-12.756255,15.970038,-11.965698,11.068041,-9.953225
country,-193.73314,125.576965,-20.945107,46.33686,-2.6908514,12.840516,-6.6026425,10.73607,-10.91958,6.1234164,-9.4414,5.1659884,-3.6614418
country,-50.79226,96.71365,-24.32533,66.08502,-14.70023,24.393627,-21.02959,12.470781,-18.150887,13.2603655,-12.813221,9.8000765,-11.347794
country,-213.623,117.20727,-21.871634,45.657173,-10.2800045,5.0579906,-11.914002,5.574868,-17.7996,0.18725963,-14.170548,-1.1572179,-10.304958
country,-104.32959,136.42427,-20.96272,52.845562,2.018694,20.423433,-11.615844,17.667425,-15.739916,11.050942,-11.3228245,3.6751573,-6.4964414
country,-124.79657,127.310844,-23.381498,47.375706,0.57613724,16.011381,-9.977922,16.199665,-16.736052,6.7884483,-8.19515,3.2016318,-1.5992866
country,-69.83627,124.2077,-32.482372,47.6898,1.4008856,22.600842,-8.752852,21.427229,-15.660797,15.749121,-12.432544,9.573857,-9.047071
country,-148.36998,126.86573,-19.571285,52.876766,8.581605,17.882395,-8.099402,17.780605,-15.515441,13.506864,-10.96457,9.469389,-1.9210474
country,-139.56085,128.79108,-20.232744,49.427704,-2.163364,16.994392,-8.339966,9.827165,-20.141237,2.5050972,-11.247482,3.7663162,-6.4156575
country,-42.180546,106.264595,-24.218506,44.67555,-12.344403,20.534286,-16.052776,18.492975,-18.786245,15.519278,-15.459702,8.954699,-9.982072
disco,-111.09919,94.025856,12.438059,16.629438,8.1260395,15.663839,-1.4103329,7.014441,0.959783,-1.4994507,-3.0789328,-5.0989857,-3.715649
disco,-29.0431,51.860497,-7.5676084,21.507437,8.141379,18.118084,6.8945746,6.569047,0.7113645,11.159763,-1.816327,1.63559,-2.5911899
disco,-53.1693,57.173725,21.160828,11.3052635,18.118341,1.6628116,0.3451027,2.3239794,-5.1052694,2.747911,3.1522436,-5.5144777,-3.1615028
disco,-44.433094,52.32051,3.242855,43.93931,12.584174,24.506044,4.923503,15.30651,2.041092,10.386366,-1.4623228,8.834608,0.4166824
disco,-83.55509,64.49134,5.6444163,2.70193,0.78633994,6.165176,1.884115,1.9749736,-1.8108131,1.8658113,2.4624798,-0.22272582,2.9572232
disco,-24.816133,73.69842,-11.7444935,28.30463,6.291743,2.1907132,8.419229,12.195893,-4.0575852,13.498219,1.8683927,-0.925946,0.5338902
disco,-14.574817,65.19933,-19.888515,31.502684,-4.814699,11.8655615,9.996404,5.9602337,-3.8007708,9.38057,-4.387615,3.3392262,-4.4454346
disco,-53.432594,56.165604,-6.337501,31.602524,4.648096,16.339651,4.1082096,1.8778181,-0.38534993,2.4980185,-0.5452888,0.96003777,0.49098668
disco,-32.569878,65.03629,-26.761168,30.300564,5.697337,11.660782,-2.227687,10.421782,-2.3734117,5.365474,-3.8786147,-0.8631799,-0.21064365
disco,-68.92688,63.117622,-15.855327,28.002327,8.173502,7.323385,-4.9316792,9.490028,-0.97404885,-1.5963366,-6.1843934,-3.9365966,-1.1669567
disco,-6.7652006,61.12943,-16.672161,27.438726,7.734437,16.013573,4.646263,11.44598,0.34369332,9.835787,3.1894264,5.0318027,-1.8564006
disco,-41.315144,62.78868,7.3239293,12.122529,6.358506,9.253,3.064216,13.849786,0.15274537,8.056879,-2.6997385,-7.2205544,-3.241377
disco,-57.955585,68.42821,-15.226618,23.4141,14.886023,13.217155,2.1807864,12.793448,0.04898055,12.763609,0.007023729,3.38002,0.8436664
disco,-40.076855,56.219803,23.692863,31.93953,2.4548008,2.5702763,-2.4864347,3.1007562,1.8817091,3.3470368,-0.0018148872,-1.5163456,-2.451519
disco,-23.927664,61.220757,-0.9586991,25.331015,0.39423466,6.0302544,2.4890816,6.189192,-0.32926688,9.696876,-5.5078354,1.0618181,-2.4369648
disco,-46.762787,103.70078,22.12663,9.223701,2.2584798,-4.7948833,4.798995,0.9515378,-9.411773,-1.0667286,-0.8673272,-5.279599,-1.7630391
disco,-35.856197,83.80528,-2.9019706,32.213963,9.144426,4.18242,0.13708664,11.094397,-2.8947356,7.9954515,0.6289428,3.6732092,3.7831783
disco,-98.18701,92.406166,2.6589994,19.365164,3.5725617,-1.7528334,-1.7048805,-3.1811252,-9.103381,-4.084536,-5.1873956,-5.481767,-4.233032
disco,-73.086945,71.74661,12.055069,1.4190236,4.536818,10.854836,3.8677087,0.938452,-5.9773855,9.039347,-2.3677554,3.5528102,-0.14295736
disco,-95.046036,109.33905,-30.173485,16.371214,20.04151,11.963911,3.490323,6.177454,5.204813,8.618461,0.33158284,0.38170952,0.5376681
disco,-104.13797,105.871155,-14.32759,36.710423,-10.330668,16.791773,-6.818429,8.1312,-4.4643703,0.98136353,-10.006949,0.37547302,-1.7045553
disco,-115.077194,70.42093,31.231396,11.171844,13.070835,3.878579,1.8067201,4.9745398,-1.0353943,3.9286354,-1.2870673,-0.688994,-1.0698988
disco,-71.953896,46.87051,21.026632,29.955154,9.50348,2.3987134,8.242609,2.5120273,-2.1593833,0.44539672,-0.22787969,-1.5480238,-3.60627
disco,-32.176426,60.042603,3.3742273,18.975922,4.3331447,0.68896514,-2.0220764,1.329652,-4.6426954,3.790977,-6.739723,-4.8872533,-2.336693
disco,-69.63065,83.07227,-16.599928,0.118371196,7.420607,0.7700079,1.3374783,4.695799,-1.4168245,3.3194354,-2.8782651,-8.20215,-5.767511
disco,-124.16993,90.155014,-11.328686,10.931417,-1.1485722,-3.7591834,-0.85792863,-3.8354805,-3.7047462,-0.25987905,-5.8160195,-3.4383402,-4.632643
disco,-68.05401,66.35393,11.858418,21.97744,9.757755,6.6893187,1.5989807,3.808797,0.95074666,4.7707677,-4.210415,-0.063488446,-1.2341597
disco,-155.67004,60.623177,23.156448,31.176702,25.046492,16.90212,9.445917,8.451036,5.319857,6.5556526,5.7695866,3.9236524,7.5681047
disco,-20.4939,53.692123,5.980858,10.135651,17.066591,9.531477,4.6186805,6.3997,-0.33616537,1.7284749,3.6760638,-0.77743113,-5.881969
disco,-58.975624,68.86752,-8.4672365,3.615686,5.068393,3.2651877,13.515074,-1.3705546,1.667458,3.7045982,-3.7095897,-0.32859462,-2.8358054
disco,-40.752613,63.94863,4.9002733,16.338194,12.109656,9.335104,4.537441,5.185624,-0.590275,-0.08554646,2.94747,-1.4827536,-1.7634144
disco,-66.57301,58.33059,-8.167375,15.471976,5.5654945,7.68508,4.063464,-3.5938892,-1.3324877,1.6080923,-5.481993,-3.7419508,-3.2483392
disco,-123.33121,86.98849,-22.510225,6.9424696,8.465196,12.644245,-0.8552823,-0.8346987,-3.2606728,2.6243713,-0.77050847,-0.41433406,-3.8346293
disco,-57.816143,86.559784,-11.807115,38.770008,2.370802,8.826809,-1.2821877,9.910631,-1.6604491,9.840833,3.008505,7.504814,1.7077206
disco,-65.7685,52.818344,16.573313,12.561863,5.6153107,8.380825,-0.62042105,-0.61569375,-4.0818486,0.6821997,-7.784732,-1.8936242,-7.254853
disco,-51.76516,55.671803,11.406057,7.478552,12.002954,6.2611246,4.352581,4.310239,-5.940638,0.56399125,3.5921662,-2.3924637,-5.827445
disco,-23.554235,57.342735,6.998448,16.543451,5.511961,11.862946,1.6884779,5.4613194,2.751831,7.33802,1.9618068,1.265359,-2.3449993
disco,-26.572124,52.05681,4.1798263,12.867351,16.744804,10.1250925,4.4772744,6.3274975,1.1676531,0.65146893,4.6326404,2.135598,-3.3680084
disco,-77.44353,52.192024,-9.003063,12.85945,8.564754,2.8909404,8.930611,4.0074058,-7.3485837,-2.2597072,0.95998895,-1.0451937,-3.765717
disco,-107.419014,91.06335,-8.360448,34.299164,-1.9180144,3.7762592,10.525865,5.568093,6.945284,4.772103,0.68487173,-3.846765,-2.577472
disco,-78.310104,80.05325,-9.145553,25.454119,-3.3875406,16.801464,7.2613983,1.8166611,0.4876322,6.316795,1.4947494,2.1649706,0.6583118
disco,-122.0258,116.833405,28.316164,24.712555,10.907239,-1.8973352,-1.3955237,-0.9501112,-3.5476987,-2.6201522,-1.1254318,-4.189509,-2.5425725
disco,-62.335667,92.05891,-19.732218,17.626944,-3.195096,5.4077826,-4.0143547,8.878788,-2.5088322,3.154782,-0.53769916,-1.5001123,1.2933992
disco,-62.772682,77.844574,3.5485418,26.009861,5.935958,11.293566,11.112388,-1.9588369,1.8317076,9.176684,4.0686727,0.9862057,5.6128936
disco,-71.29619,97.73015,-18.382889,8.58388,5.191988,-0.9440429,0.4582461,1.6218204,-4.7838345,0.061743032,-0.553903,-4.458565,-5.319331
disco,-81.30502,106.47954,-9.540607,17.966782,3.0102844,8.3009615,3.889344,4.250727,-3.7409382,-2.0746686,-2.2095342,-4.5908613,-1.1636227
disco,-125.7326,101.78745,-17.478827,33.670853,-15.239171,23.69821,-8.662552,18.54315,-14.05449,19.96738,-15.139365,12.968244,-14.305062
disco,-280.8543,120.81254,-37.62976,28.712122,-10.775235,-6.4053197,-13.794428,-4.07455,-14.849012,4.796448,-20.164259,-5.091476,-6.7900014
disco,-105.02221,80.18619,-41.07682,54.00217,-8.363626,25.715185,-12.457802,28.7062,-15.013625,15.607914,-7.6197186,12.42702,-7.360461
disco,-45.15996,98.66788,-24.665955,40.495197,-18.095556,26.117126,-12.685222,13.979276,-15.417927,16.17709,-14.375685,8.136641,-11.938592
disco,-45.837555,101.74323,-32.09262,34.283173,-17.53784,32.319088,-15.645128,22.037209,-16.113321,18.675735,-13.077868,16.480183,-9.910721
disco,-77.267006,89.393135,-34.23403,38.691704,-22.262562,31.242887,-16.381735,22.33546,-16.01921,19.276945,-13.239378,16.7234,-10.390649
disco,-70.546455,90.50209,-48.061337,36.66895,-17.68213,21.58345,-30.1917,24.033106,-20.45255,14.475555,-18.49691,9.121701,-12.047788
disco,-108.56484,69.97128,14.885138,45.513443,-5.3743443,41.795094,-13.517867,32.5666,-20.381012,23.436949,-12.128746,18.002756,-9.027057
